,ID,Name,Type
419,1525K,Ubiquitous beggar,A beggar manages to obtain alms from the same person three (twenty-one) times by wearing various disguises [K1982].
420,1525K*,Awarding the Stolen Property (previously Umpire Awards his own Stolen Coat to Thief),"Two thieves steal something valuable (fur coat, crown, cup) and dispute over how to divide it. At night one of them climbs into the bedroom of the owner (judge, lord of the manor) and tells him what happened in his dream. The owner gives him a decision in his sleep as to who should keep the object [K419.3]. Meanwhile the second thief robs the storeroom (pantry) of the owner. Cf. Type 1525Q."
421,1525L,Creditor Falsely Reported Insane when he Demands Money,A hard-hearted merchant sends an assistant several times to (unwarrantedly) collect payment from a debtor. The debtor reports that the assistant is mentally deranged. The man is locked in an abbey where he is treated with prayers and holy relics. He resists these measures and is beaten. The merchant forgives the debt when he is threatened with the same treatment [K242].
422,1525L*,Theft Committed while Tale Is Told,"(Including the previous Type 1525Q*.) Two (three) thieves steal from a man (woman). While one of them accomplishes the theft, the other relates a tale that describes what is actually happening. With the victim thus distracted, his companion can work without being noticed [K341.20]. In another version, one thief performs a song (dance) that tells his companion where to find the booty [K341.21]. (Previously Type 1525Q*.)"
423,1525M,The Sheep in the Cradle (previously Mak and the Sheep),"(Including the previous Type 1525H*.) A man (farmer) steals (secretly kills) a sheep (hog). He is denounced by a neighbor (owner) and has to hide the animal. He wraps it in clothing (cloth) and lays it in a cradle as if it were a (sick) baby (in bed as if it were his brother, sets it on a toilet). The police (authorities) come looking for the stolen animal, but do not recognize it [K406.2]. In some variants a living pig is hidden in a cradle and is discovered when it squeals. In other variants a farmer smuggles a slaughtered hog wearing his wifes clothes through a guarded gate (a stolen sheep is dressed and propped up at the rudder of a boat [K406.1]). (Previously Type 1525H*.)"
424,1525N*,Theft of Butter by Companion,A soldier weighs a stingy farmer (teaches him how to fish with a chisel). Meanwhile a companion of the soldier steals the farmers butter (fish) [K365]. Cf. Type 1525C.
425,1525Q,The Two Thieves Married to the Same Woman,"Two thieves (day and night thieves, burglar and pickpocket) are both married to the same woman. When they discover this, they fight over her. They go to a judge or to the woman who decides that they should have a contest to see which of them is the better thief, and he will keep the woman as his wife. Cf. Type 1525E. In some variants, one (the less able) thief breaks into the bedroom of his ruler and tells him his story. The ruler decides that the woman should belong to this thief. Cf. Type 1525K*."
426,1525R,The Robber Brothers,"Two older brothers refuse to take their stupid youngest brother on their thieving expeditions. The youngest brother hurries out before them and arranges with their intended victim to be paid to guard his belongings against theft. When the older brothers break in, the youngest, without being recognized, beats them, and they return home empty-handed [K308]. This happens twice. The third time the brothers take the youngest with them. Instead of valuables, he carries off the owners door. Followed by Type 1653."
427,1525Z*,Other Tales of Thefts,(Including the previous Types 1525J* and 1525 R*.) Miscellaneous type with diverse variants.
428,1526,The Old Beggar and the Robbers,"Swindlers (thieves, Gypsies, female trickster) dress a beggar (foolish farmer) as a noble lord. (They take him to an inn and pretend to be his servants.) They steal from one or more merchants by saying that their master will pay for what they take (they say they will get money from their master). Leaving the man hostage in the inn or with the merchants, the swindlers leave with their spoils. The noble lord is discovered to be a beggar. He is either punished or permitted to leave [K455.3]. Cf. Type 1531."
429,1526A,Supper Won by a Trick,"Three (four) tricksters (thieves, students, soldiers) want some supper. They have no money, so they obtain their food through (three) successive tricks. Usually someone else has to pay for their food. In some variants a single trickster gets a free meal through one of various tricks, e.g. by pretending that he is an invited guest [K455.1, K455.2, K455.4]. Cf. Type 1920E."
430,1526A**,Waiting until the Tower Falls,"Two men (students, farmhands) in an inn look out of the window and see that the churchtower is lopsided. They wager as to which side the tower will fall toward, to east or to west. The loser has to pay for the meal (wine). They enjoy their meal. When later the innkeeper asks for the payment they tell him, he has to wait until the tower falls."
431,1527,Robbers are Tricked into Fleeing (previously The Robbers are Betrayed),"A master covers his farmhand (workman) with tar and feathers (honey and wool) and takes him to the robbers house. The robbers are frightened and run away, leaving their treasure behind [K335.1, K335.1.8]. Cf. Types 130, 1653."
432,1527*,Night Lodging Requisitioned (previously The Three Wanderers Seek Night Lodgings),"Three travelers need a place to spend the night. After they are turned away by an innkeeper, one of them climbs up to the roof and stops the chimney with his coat, so that the inn fills with smoke. (The other guests leave and) the innkeeper lets the travelers stay there (for free)."
433,1527A,The Robber Disarmed (previously Robber Induced to Waste his Ammunition),"This tale exists chiefly in two different forms: (1) A boy in the forest comes upon a robber who takes his sword and robs him. The boy asks the robber to cut off his hand, to make it appear that the boy had fought to defend himself. When the robber swings the sword, the boy pulls his hand back and the sword becomes stuck in a tree trunk. The boy pulls the sword out and kills the robber [K630]. (2) A robber attacks a farmer (merchant) and takes his money. The victim asks the robber to shoot his hat (clothes) so that it will appear that the robber had to use considerable force. When the robber has used up all his ammunition, the farmer chases him away with his stick [K724]."
